7,8128,8255,769
8,32640,32895,1793
9,130816,131327,4097
10,523776,524799,9217
11,2096128,2098175,20481
12,8386560,8390655,45057
13,33550336,33558527,98305
14,134209536,134225919,212993
15,536854528,536887295,458753
16,2147450880,2147516415,983041
17,8589869056,8590000127,2097153
18,34359607296,34359869439,4456449
