7,8128,2734,769
8,32640,11032,1793
9,130816,44310,4097
10,523776,175849,9217
11,2096128,709266,20481
12,8386560,2791035,45057
13,33550336,11237651,98305
14,134209536,44813941,21299315,536854528,179142661,458753
16,2147450880,716168480,983041
17,8589869056,2864679331,2097153
